Archivo,WER,Inserciones,Sustituciones,Eliminaciones,Transcripción Oficial,Transcripción Whisper
3471_1378_000102.txt,0.17073170731707318,0,7,0,que un palo compuesto no parece palo no digo que traigas dijes ni galas ni que siendo juez te vistas como soldado sino que te adornes con el hábito que tu oficio requiere con tal que sea limpio y bien compuesto,"Que un palo compuesto no parece palo. No digo que traigas dijes ni galas, ni que siendo juez te vistas como soldado, sino que te adornes con el hábito que tu oficio requiere, con tal que sea limpio y bien compuesto."
3471_1378_000115.txt,0.6666666666666666,1,1,0,fin del capítulo,Fin del capítulo 51
3471_1378_000122.txt,0.19047619047619047,0,8,0,la señora duquesa despachó un propio con tu vestido y otro presente a tu mujer teresa panza por momentos esperamos respuesta yo he estado un poco mal dispuesto de un cierto gateamiento que me sucedió no muy a cuento de mis narices,"La señora duquesa despachó un propio con tu vestido y otro presente a tu mujer Teresa Panza. Por momentos esperamos respuesta. Yo he estado un poco mal dispuesto de un cierto gateamiento que me sucedió, no muy a cuento de mis narices."
3471_1378_000129.txt,0.18181818181818182,0,6,0,pero espérenme aquí que yo iré a llamar quien la lea ora sea el cura mesmo o el bachiller sansón carrasco que vendrán de muy buena gana por saber nuevas de mi padre,"Pero espérenme aquí que yo iré a llamar quien la lea, ora sea el cura mismo o el bachiller Sansón Carrasco, que vendrán de muy buena gana por saber nuevas de mi padre."
3471_1378_000141.txt,0.2826086956521739,0,11,2,las hijas de los gobernadores no han de ir solas por los caminos sino acompañadas de carrozas y literas y de gran número de sirvientes par dios respondió sancha tan bién me vaya yo sobre una pollina como sobre un coche hallado la habéis la melindrosa,"Las hijas de los gobernadores no han de ir solas por los caminos, sino acompañadas de carrozas y literas y de gran número de sirvientes. —¡Pardiós! —respondió Sancha—. También me vaya yo sobre una pollina como sobre un coche. ¡Hallado la veis, la melindrosa!"
3471_1378_000151.txt,0.19047619047619047,0,8,0,levantóse en fin el señor gobernador y por orden del doctor pedro recio le hicieron desayunar con un poco de conserva y cuatro tragos de agua fría cosa que la trocara sancho con un pedazo de pan y un racimo de uvas,"Levantose, en fin, el señor gobernador y, por orden del doctor Pedro Recio, le hicieron desayunar con un poco de conserva y cuatro tragos de agua fría, cosa que la trocara Sancho con un pedazo de pan y un racimo de uvas."
3503_2162_000010.txt,0.14814814814814814,0,4,0,la embajada que le mandan los griegos a aquiles para que vuelva a ayudarlos en los combates porque desde que él no pelea están ganando los troyanos,"La embajada que le mandan los griegos a Aquiles para que vuelva a ayudarlos en los combates, porque desde que él no pelea están ganando los troyanos."
3503_2162_000050.txt,0.11428571428571428,0,4,0,desde los muros han visto la pelea el padre y la madre los griegos vienen sobre el muerto y lo lancean y lo vuelven con los pies de un lado a otro y se burlan,Desde los muros han visto la pelea el padre y la madre. Los griegos vienen sobre el muerto y lo lancean y lo vuelven con los pies de un lado a otro y se burlan.
3503_2162_000071.txt,0.21428571428571427,1,5,0,con el escudo de ocho capas siete de cuero y una de bronce diomedes que entra en la pelea resplandeciente devastando como un león hambriento en un rebaño,"Ayax con el escudo de ocho capas, siete de cuero y una de bronce. Diomedes que entra en la pelea resplandeciente, devastando como un león hambriento en un rebaño."
3503_2162_000072.txt,0.2692307692307692,0,7,0,al otro día héctor y ajax pelean como jabalíes salvajes hasta que el cielo se oscurece pelean con piedras cuando ya no tienen lanza ni espada,"Al otro día, Héctor y Ajax pelean como jabalíes salvajes hasta que el cielo se osurece. Pelean con piedras cuando ya no tienen lanza ni espada."
3503_2162_000081.txt,0.14634146341463414,0,6,0,al amanecer la batalla es en el murallón que han levantado los griegos en la playa frente a sus buques los troyanos han vencido a los griegos en el llano ha habido cien batallas sobre los cuerpos de los héroes muertos,Al amanecer la batalla es en el murallón que han levantado los griegos en la playa frente a sus buques. Los troyanos han vencido a los griegos en el llano. Ha habido cien batallas sobre los cuerpos de los héroes muertos.
3503_2162_000087.txt,0.09090909090909091,0,3,0,y las mujeres lloraban y los poetas iban cantando hasta que entraron en la casa y lo pusieron en su cama de dormir y vino andrómaca su mujer y le habló al cadáver,Y las mujeres lloraban y los poetas iban cantando hasta que entraron en la casa y lo pusieron en su cama de dormir y vino Andrómaca su mujer y le habló al cadáver.
3503_2162_000112.txt,0.09523809523809523,0,4,0,y como los hombres son soberbios y no quieren confesar que otro hombre sea más fuerte o más inteligente que ellos cuando había un hombre fuerte o inteligente que se hacía rey por su poder decían que era hijo de los dioses,"Y como los hombres son soberbios y no quieren confesar que otro hombre sea más fuerte o más inteligente que ellos, cuando había un hombre fuerte o inteligente que se hacía rey por su poder, decían que era hijo de los dioses."
3503_2162_000116.txt,0.2702702702702703,0,10,0,pero mientras aquiles esté ofendido los vencedores serán los guerreros de troya héctor el hijo de príamo eneas el hijo de la diosa venus sarpedón el más valiente de los reyes que vino a ayudar a troya,"Pero mientras Aquiles esté ofendido, los vencedores serán los guerreros de Troya, Héctor, el hijo de Príamo, Eneas, el hijo de la diosa Venus, Sarpedón, el más valiente de los reyes que vino a ayudar a Troya,"
3503_2162_000123.txt,0.1111111111111111,0,3,1,se siente uno como gigante o como si estuviera en la cumbre de un monte con el mar sin fin a los pies cuando lee aquellos versos de la ilíada que parecen de letras de piedra,Se siente uno como gigante o como si estuviera en la cumbre de un monte con el mar sin fin a los pies cuando lee aquellos versos de la Ilíada que parecen letras de piedra.
3503_2162_000129.txt,0.1891891891891892,0,7,0,llamaban rapsodas en grecia a los cantores que iban de pueblo en pueblo cantando la ilíada y la odisea que es otro poema donde homero cuenta la vuelta de ulises y más poemas parece que compuso homero,"Llamaban rapsodas en Grecia a los cantores que iban de pueblo en pueblo cantando la Ilíada y la Odisea, que es otro poema donde Homero cuenta la vuelta de Ulises, y más poemas parece que compuso Homero."
4096_1378_000006.txt,0.36,1,8,0,como si hubiera encontrado con un grifo vuelve las espaldas y vuélvese a su casa derrámasele al otro mendoza la sal encima de la mesa,"Como si hubiera encontrado con un grifo, vuélvele a sus espaldas y vuélvese a su casa. Derrámesele al otro Mendoza la sal encima de la mesa."
4096_1378_000008.txt,0.24,0,12,0,por la libertad así como por la honra se puede y debe aventurar la vida y por el contrario el cautiverio es el mayor mal que puede venir a los hombres digo esto sancho porque bien has visto el regalo la abundancia que en este castillo que dejamos hemos tenido,"Por la libertad, así como por la honra, se puede y debe aventurar la vida. Y por el contrario, el cautiverio es el mayor mal que puede venir a los hombres. Digo esto, Sancho, porque bien has visto el regalo, la abundancia que en este castillo que dejamos hemos tenido."
4096_1378_000022.txt,0.21875,0,7,0,mejorándose mi ventura y adobándoseme el juicio podría ser que encaminase mis pasos por mejor camino del que llevo dios lo oiga y el pecado sea sordo dijo sancho a esta ocasión,"Mejorándose mi ventura y adobándoseme el juicio, podría ser que encaminase mis pasos por mejor camino del que llevo. Dios lo oiga y el pecado sea sordo, dijo Sancho a esta ocasión."
4096_1378_000025.txt,0.1875,0,6,0,la libertad sancho es uno de los más preciosos dones que a los hombres dieron los cielos con ella no pueden igualarse los tesoros que encierra la tierra ni el mar encubre,"La libertad, Sancho, es uno de los más preciosos dones que a los hombres dieron los cielos. Con ella no pueden igualarse los tesoros que encierra la tierra ni el mar encubre."
4096_1378_000049.txt,0.4642857142857143,1,11,1,no te me podrás huir áfrica porque te tengo asida entre mis brazos así que sancho el haber encontrado con estas imágines ha sido para mí felicísimo acontecimiento,"No teme podrás huir, África, porque te tengo así de entre mis brazos. Así que, Sancho, el haber encontrado con estas imágenes ha sido para mí felicísimo acontecimiento."
4096_1378_000056.txt,0.1388888888888889,0,5,0,nos viniésemos a holgar a este sitio que es uno de los más agradables de todos estos contornos formando entre todos una nueva y pastoril arcadia vistiéndonos las doncellas de zagalas y los mancebos de pastores,"Nos viniésemos a holgar a este sitio, que es uno de los más agradables de todos estos contornos, formando entre todos una nueva y pastoril Arcadia, vistiéndonos las doncellas de zagalas y los mancebos de pastores."
4096_1378_000061.txt,0.16216216216216217,0,6,0,y si como estas redes que deben de ocupar algún pequeño espacio ocuparan toda la redondez de la tierra buscara yo nuevos mundos por do pasar sin romperlas y porque deis algún crédito a esta mi exageración,"Y, si como estas redes que deben de ocupar algún pequeño espacio ocuparan toda la redondez de la Tierra, buscará yo nuevos mundos por do pasar sin romperlas. Y porque deis algún crédito a esta mi exageración,"
4096_1378_000074.txt,0.2692307692307692,0,7,0,pero en fin se levantaron todos y don quijote a gran priesa tropezando aquí y cayendo allí comenzó a correr tras la vacada diciendo a voces,"Pero en fin, se levantaron todos y don Quijote, a gran priesa, tropezando aquí y cayendo allí, comenzó a correr tras la abacada diciendo a voces..."
4096_1378_000094.txt,0.21428571428571427,0,6,0,donde hay mucha gente principal y muchos hidalgos y ricos entre muchos amigos y parientes se concertó que con sus hijos mujeres y hijas vecinos amigos y parientes,"Donde hay mucha gente principal y muchos hidalgos y ricos, entre muchos amigos y parientes se concertó que con sus hijos, mujeres y hijas, vecinos, amigos y parientes..."
4096_1378_000101.txt,0.20833333333333334,0,5,0,siguióle sancho sobre su rucio con toda la gente del pastoral rebaño deseosos de ver en qué paraba su arrogante y nunca visto ofrecimiento,"Siguiole Sancho, sobre su rucio, con toda la gente del pastoral rebaño, deseosos de ver en qué paraba su arrogante y nunca visto ofrecimiento."
4096_1378_000103.txt,0.1388888888888889,0,5,0,en verdad señor nuestramo que si esto que nos ha sucedido hoy se puede llamar aventura ella ha sido de las más suaves y dulces que en todo el discurso de nuestra peregrinación nos ha sucedido,"En verdad, señor Nuestramo, que si esto que nos ha sucedido hoy se puede llamar aventura, ella ha sido de las más suaves y dulces que en todo el discurso de nuestra peregrinación nos ha sucedido."
4096_1378_000104.txt,0.2727272727272727,0,12,0,oyendo lo cual sancho que con grande atención le había estado escuchando dando una gran voz dijo es posible que haya en el mundo personas que se atrevan a decir y a jurar que este mi señor es loco digan vuestras mercedes señores pastores,"Oye lo cual, Sancho, que con gran atención le había estado escuchando, dando una gran voz, dijo. ¿Es posible que haya en el mundo personas que se atrevan a decir y a jurar que este mi señor es loco? Digan vuestras mercedes, señores pastores."
4096_1378_000110.txt,0.13793103448275862,0,4,0,trabajador incansable en la viña del señor doctor de las gentes a quien sirvieron de escuelas los cielos y de catedrático y maestro que le enseñase el mismo jesucristo,"Trabajador incansable en la viña del Señor, doctor de las gentes, a quien sirvieron de escuelas los cielos y de catedrático y maestro que le enseñase el mismo Jesucristo."
4747_2162_000009.txt,0.1276595744680851,0,6,0,el cuarto de comer daba al corredor lo mismo que la sala y el cuarto de familia que por el otro lado abría sobre un jardín adornaban las paredes con dibujos y figuras de colores brillantes y en los recodos había muchos nichos con jarras y estatuas,"El cuarto de comer daba al corredor lo mismo que la sala y el cuarto de familia, que por el otro lado abría sobre un jardín. Adornaban las paredes con dibujos y figuras de colores brillantes y en los récordos había muchos nichos con jarras y estatuas."
4747_2162_000014.txt,0.25,0,10,1,porque el tamaño está calculado de manera que venga bien con el color y no hay cosa que no sea precisa ni adorno sino donde pueda estorbar parece que tiene alma las piedras de grecia son modestas y como amigas del que las ve,"Porque el tamaño está calculado de manera que venga bien con el color y no hay cosa que no sea precisa, ni adorno, sino donde pueda estorbar. Parece que tiene alma las piedras de Grecia. Son modestas y como amigas de aquel albé."
4747_2162_000030.txt,0.15625,0,5,0,luego roma fue dueña de todos los países que tenía alrededor hasta que tuvo tantos pueblos que no los pudo gobernar y cada pueblo se fue haciendo libre y nombrando su rey,"Luego, Roma fue dueña de todos los países que tenía alrededor, hasta que tuvo tantos pueblos que no los pudo gobernar, y cada pueblo se fue haciendo libre y nombrando su rey."
4747_2162_000039.txt,0.2033898305084746,0,11,1,que es lo que llaman arquitectura románica y del lado de los persas y de los árabes por donde está ahora turquía les ponían a los monumentos tanta riqueza y color que parecían las iglesias cuevas de oro por lo grande y lo resplandeciente de modo de cuando los pueblos nuevos del lado de francia empezaron a tener ciudades,"que es lo que llamaban arquitectura románica. Y del lado de los persas y los árabes, por donde estaba ahora Turquía, les ponían a los monumentos tanta riqueza y color que parecían las iglesias cuevas de oro, por lo grande y lo resplandecente. De modo de cuando los pueblos nuevos del lado de Francia empezaron a tener ciudades,"
4747_2162_000052.txt,0.11627906976744186,0,5,0,con las guerras y las amistades se fueron juntando aquellos pueblos diferentes y cuando ya el rey pudo más que los señores de los castillos y todos los hombres creían en el cielo nuevo de los cristianos empezaron a hacer las iglesias góticas,"Con las guerras y las amistades se fueron juntando aquellos pueblos diferentes, y cuando ya el rey pudo más que los señores de los castillos y todos los hombres creían en el cielo nuevo de los cristianos, empezaron a ser las iglesias góticas."
4747_2162_000060.txt,0.10714285714285714,0,3,0,estudiando se aprende eso que el hombre es el mismo en todas partes y aparece y crece de la misma manera y hace y piensa las mismas cosas,"Estudiando se aprende eso, que el hombre es el mismo en todas partes y aparece y crece de la misma manera y hace y piensa las mismas cosas."
4747_2162_000098.txt,0.16279069767441862,0,7,0,sobre las puertas ponían a veces piedras talladas con alguna figura misteriosa como un toro con cabeza de hombre o una cabeza con alas los fenicios fabricaron sus casas y monumentos con piedras sin labrar que ponían unas sobre otras como los etruscos,"Sobre las puertas ponían a veces piedras talladas con alguna figura misteriosa, como un torro con cabeza de hombre o una cabeza con alas. Los fenicios fabricaron sus casas y monumentos con piedras sin labrar, que ponían unas sobre otras como los etruscos."
5691_4369_000017.txt,0.24444444444444444,0,9,2,y por desmentir las espías si acaso la seguían se entró en una casa que halló abierta y de allí a poco se fue a la suya donde halló a sus padres atónitos y sin desnudarse y aun sin tener pensamiento de tomar descanso alguno,"Y por desmentir las espías, si acaso las seguían, se entró en una casa que halló abierta, y de allí poco se fue a la suya, donde halló sus padres atónitos y sin desnudarse, y aún sin tener pensamiento de tomar descanso alguno."
5691_4369_000018.txt,0.28125,0,17,1,lo que has de hacer hija es guardarla y encomendarte a ella que pues ella fue testigo de tu desgracia permitirá que haya juez que vuelva por tu justicia y advierte hija que más lastima una onza de deshonra pública que una arroba de infamia secreta y pues puedes vivir honrada con dios en público no te pene de estar deshonrada contigo en secreto,"Lo que has de hacer, hija, es guardarla y encomendarte a ella, que pues ella fue testigo de tu desgracia, permitirá que haya juez que vuelva por tu justicia. Y advierte, hija, que más lástima una onza de deshonra pública que una roba de infamia secreta. Y, pues puedes vivir honrada con Dios en público, no te apene estar deshonrada contigo en secreto."
5691_4369_000032.txt,0.19402985074626866,0,13,0,rodolfo en tanto vuelto a su casa echando de menos la imagen del crucifijo imaginó quién podía haberla llevado pero no se le dio nada y como rico no hizo cuenta de ello ni sus padres se la pidieron cuando de allí a tres días que él se partió a italia entregó por cuenta a una camarera de su madre todo lo que en el aposento dejaba,"Rodolfo, en tanto, vuelta a su casa, echando de menos la imagen del crucifijo, imaginó quién podía haberla llevado, pero no se le dio nada. Y como rico, no hizo cuenta de ello, ni sus padres se la pidieron cuando de allí a tres días, que él se partió a Italia, entregó por cuenta a una camarera de su madre todo lo que en el aposento dejaba."
5691_4369_000035.txt,0.34146341463414637,2,10,2,y fuesen a buscar un cirujano que al niño curase muchos caballeros le siguieron lastimados de la desgracia de tan hermoso niño porque luego salió la voz que el atropellado era luisico el sobrino del tal caballero nombrando a su abuelo,"Y fuesen a buscar a un cirujano que al niño curase. Muchos caballeros le siguieron, lastimados de la desgracia de tan hermoso niño, porque luego salió de la voz que el atropellado era Luisico, el sobrino de tal caballero, nombrándose abuelo."
5691_4369_000054.txt,0.1891891891891892,0,7,0,el cirujano que era famoso habiéndole curado con grandísimo tiento y maestría dijo que no era tan mortal la herida como él al principio había temido en la mitad de la cura volvió luis a su acuerdo,"El cirujano que era famoso, habiéndole curado con grandísimo tiento y maestría, dijo que no era tan mortal la herida como él al principio había temido. En la mitad de la cura volvió Luis a su acuerdo."
5691_4369_000062.txt,0.2,0,13,0,la respuesta que dio rodolfo a las discretas razones de la lastimada leocadia no fue otra que abrazarla dando muestras que quería volver a confirmar en él su gusto y en ella su deshonra lo cual visto por leocadia con más fuerzas de las que su tierna edad prometían se defendió con los pies con las manos con los dientes y con la lengua diciéndole,"La respuesta que dio Rodolfo a las discretas razones de la lastimada Leocadia no fue otra que abrazarla, dando muestras que quería volver a confirmar en él su gusto y en ella su deshonra. Lo cual, visto por Leocadia con más fuerza de las que su tierna edad prometían, se defendió con los pies, con las manos, con los dientes y con la lengua diciéndole..."
5691_4369_000064.txt,0.1346153846153846,0,6,1,no habría pasado a su parecer media hora cuando sintió abrir la puerta del aposento y que a ella se llegó una persona y sin hablarle palabra con un pañuelo le vendó los ojos y tomándola del brazo la sacó fuera de la estancia y sintió que volvía a cerrar la puerta,"No habría pasado a superecer media hora cuando sintió abrir la puerta del aposento y que a ella se llegó una persona, y sin hablarle palabra, con un pañuelo le vendó los ojos y tomándola del brazo la sacó fuera de la estancia, y sintió que volvía a cerrar la puerta."
5691_4369_000070.txt,0.9607843137254902,0,3,46,que en los alojamientos tenían los españoles sonábale bien aquel eco li buoni polastri picioni presuto e salcicie con otros nombres de este jaez de quien los soldados se acuerdan cuando de aquellas partes vienen a éstas y pasan por la estrecheza e incomodidades de las ventas y mesones de españa,El alojamiento de los españoles
5870_4006_000004.txt,0.23076923076923078,0,9,0,mira ese es quien ha hecho el milagro de unirnos de soltera le rezaba pidiéndole un buen marido y por segunda vez me protege dándome mi luis no vida mía el milagro lo has hecho tú con tu belleza,"Mira, ese es quien ha hecho el milagro de unirnos. De soltera le rezaba pidiéndole un buen marido, y por segunda vez me protege, dándome mi Luis. No, vida mía, el milagro lo has hecho tú con tu belleza."
5870_4006_000009.txt,0.4,0,14,0,aquello repugnaba a luis todo dios se casaba qué brutos cuánta gente inexperta queda en el mundo atrás se quedaron los viveros con sus regocijadas bodas los valses sonaban lejanos como vagos estremecimientos del aire,Aquello repugnaba a Luis. ¡Todo Dios se casaba! ¡Qué brutos! ¡Cuánta gente inexperta queda en el mundo! Atrás se quedaron los víveros con sus regocijadas bodas. Los valses sonaban lejanos como vagos estremecimientos del aire.
5870_4006_000027.txt,0.275,0,11,0,todo hablaba allí del amor legítimo sometido a la reglamentación oficial aquí dos bodas en el restaurant de más allá otras en el último termino un cortejo nupcial zarandeándose al compás de los pianos con la panza repleta del peleón,"Todo hablaba ahí del amor legítimo, sometido a la reglamentación oficial. Aquí dos bodas, en el restaurante de más allá otras, en el último término un cortejo nupcial, zarandeándose al compás de los pianos con la panza repleta del peleón."
5870_4006_000048.txt,0.2857142857142857,0,10,0,era un muchacho con faldas siempre lo había dicho luis por esto la huía teniéndola mucho miedo porque a pesar de su dulzura de gatita cariñosa y sumisa acababa siempre por imponer su voluntad señor,"Era un muchacho con faldas, siempre lo había dicho Luis. Por esto le oía, teniéndola mucho miedo, porque a pesar de su dulzura de gatita cariñosa y sumisa, acababa siempre por imponer su voluntad. ¡Señor!"
5870_4006_000052.txt,0.34782608695652173,0,8,0,luis huía de todo contacto se recogía como una doncella medrósica en su asiento el recuerdo de los amigotes era su única defensa,Luis oía de todo contacto. Se recogía como una doncella medórsica en su asiento. El recuerdo de los amigotes era su única defensa.
5870_4006_000057.txt,0.21875,0,7,0,una inicial por firma y la letra de carácter inglés fina correcta e igual a la de todos los que han sido pensionistas del sacré coeur hasta su mujer lo tenía así,"Una inicial por firma y la letra de carácter inglés, fina, correcta e igual a la de todos los que han sido pensionistas del Sacre Coeur. Hasta su mujer lo tenía así."
5870_4006_000059.txt,0.2608695652173913,0,6,0,por la parte del río sonaban cornetas y sobre el follaje enjambres de insectos ebrios de luz moscardoneaban brillando como chispas de oro,"Por la parte del río sonaban cornetas y sobre el follaje enjambres de insectos, embrios de luz, moscarondeaban brillando como chispas de oro."
5870_4006_000062.txt,0.8333333333333334,0,5,0,fin de milagro de san antonio,Fin del Milagro de San Antonio
5870_4006_000064.txt,0.26666666666666666,0,8,0,el sombrero de luis estaba a sus pies y ella le acariciaba la cabeza despeinándole el juego favorito de su luna de miel y luis reía encontrando el suceso graciosísimo,"El sombrero de Luis estaba a sus pies y ella le acariciaba la cabeza despeinándole, el juego favorito de su luna de miel. Y Luis reía, encontrando el suceso graciosísimo."
5870_4006_000071.txt,0.15625,0,5,0,y con la tranquila serenidad de los que no tienen por qué ocultarse su amor se besaron ruidosamente sin fijarse en el asombro de la mujer del ventorrillo que recogía la botella,"Y con la tranquila seneridad de los que no tienen por qué ocultarse su amor, se besaron ruidosamente, sin fijarse en el asombro de la mujer del ventorrillo que recogía la botella."
5870_4006_000090.txt,0.3548387096774194,0,10,1,ya verás luis mío seré muy buena te querré mucho me tomas como una amante pero con bondad y con cariño yo he de conseguir que me adores como a esposa,"Ya verás, Luis mío, seré muy buena, te querré mucho, me tomas como un amante, pero con bondad y con cariño, yo he de conseguir que me adores como esposa."
6306_4006_000001.txt,0.3,0,6,0,a una mujer alta escueta y negruzca erguida sobre un peñasco y cuyas faldas arremolinaba el viento llegaron al muelle,"A una mujer alta, escueta y negruzca, erguida sobre un peñasco y cuyas faldas arremolinaba el viento. Ligaron al muelgue."
6306_4006_000011.txt,0.30434782608695654,0,7,0,antonio respiró al fin de buena se habían librado todo duró algunos segundos pero un poco más y se hubieran ido al fondo,"Antonio respiró al fin. De buena se habían librado. Todo duró algunos segundos, pero un poco más y se hubieran ido al fondo."
6306_4006_000027.txt,0.21052631578947367,0,4,0,cerca del muelle un caserón mostraba sus ventanas como hornos encendidos trazando regueros de luz sobre las inquietas aguas,"Cerca del muelle, un caserón mostraba sus ventanas como hornos encendidos, trazando regueros de luz sobre las inquietas aguas."
6306_4006_000033.txt,0.23809523809523808,0,5,0,todo es cuestión de más pronto o más tarde pero ahora a lo que estamos a pensar que somos unos pobres,"Todo es cuestión de más pronto o más tarde, pero ahora, a lo que estamos, a pensar que somos unos pobres."
6306_4006_000082.txt,0.18181818181818182,0,6,0,pero sus fuerzas casi le abandonaron al convencerse de que el objeto era un remo un despojo de su barca cuando las olas le levantaban sacaba el cuerpo fuera para ver más lejos,"Pero sus fuerzas casi le abandonaron al convencerse de que el objeto era un remo, un despojo de su barca. Cuando las olas le levantaban, sacaba el cuerpo fuera para ver más lejos."
6306_4006_000083.txt,0.35294117647058826,0,6,0,antoñico hijo mío y bajo las palmeras seguían desfilando los vistosos trajes los rostros felices y sonrientes,"¡Antonico! ¡Hijo mío! Y bajo las palmeras seguían desfilando los vistosos trajes, los rostros felices y sonrientes."
676_567_000007.txt,0.22641509433962265,3,9,0,mas tan hechos pedazos que por muchas partes se le descubrían las carnes traía la cabeza descubierta y aunque pasó con la ligereza que se ha dicho todas las menudencias miró y notó el caballero de la triste figura y aunque lo procuró no pudo seguille porque no era dado a la debilidad,"Más tan hechos pedazos que por muchas partes se le descubrían las carnes. Traía la cabeza descubierta, y aunque pasó con la ligereza que se ha dicho, todas las menudencias miró y notó el caballero de la triste figura. Y aunque lo procuró, no pudo seguille, porque no era dado a la debilidad de la cabeza."
676_567_000011.txt,0.32,0,8,0,si yo hubiera creído lo que me dijiste yo hubiera excusado esta pesadumbre pero ya está hecho paciencia y escarmentar para desde aquí en adelante,"Si yo hubiera creído lo que me dijiste, yo hubiera excusado esta pesadumbre. Pero ya está hecho. Paciencia y escanmentar para desde aquí en adelante."
676_567_000012.txt,0.98,0,5,44,aquí porque no hay camino ni senda que a este lugar encamine digo pues que en oyendo nuestra respuesta el mancebo volvió las riendas y encaminó hacia el lugar donde le señalamos dejándonos a todos contentos de su buen talle y admirados de su demanda y de la priesa con,Usa un tono profesional y organizado.
676_567_000016.txt,0.17647058823529413,0,9,0,y sepa que ya me parece que sus saetas me zumban por los oídos naturalmente eres cobarde sancho dijo don quijote pero porque no digas que soy contumaz y que jamás hago lo que me aconsejas por esta vez quiero tomar tu consejo y apartarme de la furia que tanto temes,"Y sepa que ya me parece que sus saetas me zumban por los oídos. Naturalmente, eres cobarde, Sancho, dijo don Quijote. Pero porque no digas que soy contumaz y que jamás hago lo que me aconsejas, por esta vez quiero tomar tu consejo y apartarme de la furia que tanto temes."
676_567_000019.txt,1.0,0,6,43,sin llevar otro camino que aquel que rocinante quería que era por donde él podía caminar siempre con imaginación que no podía faltar por aquellas malezas alguna estraña aventura yendo pues con este pensamiento vio que por cima de una montañuela que delante de los ojos se le ofrecía,Usa un tono profesional y organizado.
676_567_000030.txt,0.9245283018867925,0,13,36,habían despertado en él los hallados escudos que pasaban de ciento y aunque no halló más de lo hallado dio por bien empleados los vuelos de la manta el vomitar del brebaje las bendiciones de las estacas las puñadas del arriero la falta de las alforjas el robo del gabán y toda la,El asistente es un asistente de la Iglesia de Jesucristo de los Santos de los Últimos Días.
676_567_000052.txt,0.19047619047619047,1,11,0,el otro a quien podemos llamar el roto de la mala figura como a don quijote el de la triste después de haberse dejado abrazar le apartó un poco de sí y puestas sus manos en los hombros de don quijote le estuvo mirando como le quería ver si le conocía no menos admirado quizá de ver la figura talle y armas de,"El otro, a quien podemos llamar el roto de la mala figura, como a don Quijote el de la triste, después de haberse dejado abrazar, le apartó un poco de sí y puesta sus manos en los hombros de don Quijote, le estuvo mirando como le quería ver si le conocía. No menos admirado quizá de ver la figura talla y armas de don"
676_567_000073.txt,0.17647058823529413,1,7,1,paró y enmudecióse clavó los ojos en el suelo por un buen espacio en el cual todos estuvimos quedos y suspensos esperando en qué había de parar aquel embelesamiento con no poca lástima de verlo porque por lo que hacía de abrir los ojos estar fijo mirando al suelo sin mover,"Paró y emudecióse. Clavó los ojos en el suelo por un buen espacio en el cual todos estuvimos quedos y suspensos, esperando en qué había de parar aquel embelesamiento, con no poca lástima de velo, por lo que hacía de abrir los ojos estar fijo mirando el suelo sin mover pensamientos."
7510_7613_000001.txt,0.2702702702702703,0,10,0,benincasa habiendo concluído sus estudios de contaduría pública sintió fulminante deseo de conocer la vida de la selva no que su temperamento fuera ese pues antes bien era un muchacho pacífico gordinflón y de cara uniformemente rosada,"Benengaza, habiendo concluido sus estudios de contatoría pública, sintió fulminante deseo de conocer la vida de la selva. No que su temperamento fuera ese, pues antes bien era un muchacho pacífico, cordinflón y de cara uniformemente rosada."
7510_7613_000035.txt,0.38095238095238093,0,8,0,y de pronto la respiración se le cortó en seco de espanto debe de ser la miel es venenosa estoy envenenado,Y de pronto la respiración se le cortó en seco de espanto. Debe de ser la miel. Es venenosa. Estoy envenenado.
7510_7613_000043.txt,0.2222222222222222,0,8,0,después de un momento desencanto pensó en el fuego levantaría una buena humareda la suerte quiso que mientras el ladrón acercaba cautelosamente la hojarasca húmeda cuatro o cinco abejas se posaran en su mano sin picarlo,"Después de un momento desencanto, pensó en el fuego. Levantaría una buena humareda. La suerte quiso que mientras el ladrón acercaba cautelosamente la hojarasca húmeda, cuatro o cinco abejas se posaran en su mano sin picarlo."
7510_7613_000046.txt,0.34615384615384615,2,7,0,benincasa una vez bien seguro de que solo cinco bolsitas le serían útiles comenzó su idea era sencilla tener suspendido el panal goteante sobre su boca,"Ven en casa una vez bien seguro de que sólo cinco bolsitas le serían útiles, comenzó. Su idea era sencilla, tener suspendido el panal goteante sobre su boca."
7510_9951_000007.txt,0.2972972972972973,1,10,0,porque de día y de noche se agravó sobre mí tu mano volvióse mi verdor en sequedades de estío selah mi pecado te declaré y no encubrí mi iniquidad confesaré dije contra mí mis rebeliones a jehová,"¿Por qué de día y de noche se agravó sobre mí tu mano? Volvióse mi verdor en sequedades de estío. Cela. Mi pecado te declaré y no encubrí mi iniquidad. Confesaré, dije, contra mí mis rebeliones a Jehová."
7510_9951_000052.txt,0.1875,0,6,0,considera al íntegro y mira al justo que la postrimería de cada uno de ellos es paz mas los transgresores fueron todos a una destruidos la postrimería de los impíos fue talada,"Considera al íntegro y mira al justo, que la postrimería de cada uno de ellos es paz. Mas los transgresores fueron todos a una destruidos, la postrimería de los impíos fue talada."
